""
;Timestamp;Entero;Flotante
21360;2022-11-16 10:07:00;79;61.4
21361;2022-11-16 10:09:00;45;107.02
21362;2022-11-16 10:10:00;46;111.21
21363;2022-11-16 10:11:00;29;46.28
21364;2022-11-16 10:12:00;55;75.07
21365;2022-11-16 10:13:00;55;154.59
21366;2022-11-16 10:14:00;14;96.87
21367;2022-11-16 10:15:00;89;26.56
21368;2022-11-16 10:16:00;98;141.55
21369;2022-11-16 10:17:00;36;29.58
21370;2022-11-16 10:18:00;15;32.41
21371;2022-11-16 10:19:00;35;151.37
21372;2022-11-16 10:20:00;44;30.9
21373;2022-11-16 10:21:00;95;116.31
21374;2022-11-16 10:22:00;71;31.45
21375;2022-11-16 10:23:00;61;13.21
21376;2022-11-16 10:24:00;1;66.16
21377;2022-11-16 10:25:00;2;137.36
21378;2022-11-16 10:26:00;76;137.57
21379;2022-11-16 10:27:00;82;7.93
21380;2022-11-16 10:28:00;95;44.17
21381;2022-11-16 10:29:00;55;76.93
21382;2022-11-16 10:30:00;43;17.53
21383;2022-11-16 10:31:00;16;54.96
21384;2022-11-16 10:32:00;12;62.51
21385;2022-11-16 10:33:00;18;65.44
21386;2022-11-16 10:34:00;40;139.76
21387;2022-11-16 10:35:00;78;96.16
21388;2022-11-16 10:36:00;13;15.57
21389;2022-11-16 10:37:00;68;3.11
21390;2022-11-16 10:38:00;95;134.79
21391;2022-11-16 10:39:00;80;101.7
21392;2022-11-16 10:40:00;25;105.35
21393;2022-11-16 10:41:00;84;91.87
21394;2022-11-16 10:42:00;86;47.13
21395;2022-11-16 10:43:00;80;105.81
21396;2022-11-16 10:44:00;82;53.04
21397;2022-11-16 10:45:00;60;27.5
21398;2022-11-16 10:46:00;63;73.57
21399;2022-11-16 10:47:00;94;91.88
21400;2022-11-16 10:48:00;97;16.57
21401;2022-11-16 10:49:00;65;135.95
21402;2022-11-16 10:50:00;71;133.38
21403;2022-11-16 10:51:00;44;63.59
21404;2022-11-16 10:52:00;46;92.36
21405;2022-11-16 10:53:00;41;124.4
21406;2022-11-16 10:54:00;98;23.32
21407;2022-11-16 10:55:00;25;117.73
21408;2022-11-16 10:56:00;68;52.08
21409;2022-11-16 10:57:00;35;139.64
21410;2022-11-16 10:58:00;88;142.06
21411;2022-11-16 10:59:00;74;49.01
21412;2022-11-16 11:00:00;40;6.86
21413;2022-11-16 11:01:00;72;88.08
21414;2022-11-16 11:02:00;27;37.35
21415;2022-11-16 11:03:00;8;103.81
21416;2022-11-16 11:04:00;24;51.13
21417;2022-11-16 11:05:00;98;71.2
21418;2022-11-16 11:06:00;69;56.03
21419;2022-11-16 11:07:00;44;155.24
21420;2022-11-16 11:08:00;35;52.9
21421;2022-11-16 11:09:00;66;133.86
21422;2022-11-16 11:10:00;14;146.45
21423;2022-11-16 11:11:00;97;116.38
21424;2022-11-16 11:12:00;84;16.53
21425;2022-11-16 11:13:00;37;74.31
21426;2022-11-16 11:14:00;4;86.95
21427;2022-11-16 11:15:00;25;62.93
21428;2022-11-16 11:16:00;48;70.39
21429;2022-11-16 11:17:00;47;42.06
21430;2022-11-16 11:18:00;19;95.25
21431;2022-11-16 11:19:00;39;45.23
21432;2022-11-16 11:20:00;60;71.64
21433;2022-11-16 11:21:00;99;15.03
21434;2022-11-16 11:22:00;56;80.8
21435;2022-11-16 11:23:00;85;124.97
21436;2022-11-16 11:24:00;79;95.78
21437;2022-11-16 11:25:00;0;125.83
21438;2022-11-16 11:26:00;63;125.13
21439;2022-11-16 11:27:00;74;149.86
21440;2022-11-16 11:28:00;10;117.58
21441;2022-11-16 11:29:00;57;28.28
21442;2022-11-16 11:30:00;30;2.89
21443;2022-11-16 11:31:00;8;81.36
21444;2022-11-16 11:32:00;56;33.88
21445;2022-11-16 11:33:00;26;39.92
21446;2022-11-16 11:34:00;51;75.89
21447;2022-11-16 11:35:00;26;80.76
21448;2022-11-16 11:36:00;47;66.31
21449;2022-11-16 11:37:00;87;44.72
21450;2022-11-16 11:38:00;5;33.69
21451;2022-11-16 11:39:00;23;20.17
21452;2022-11-16 11:40:00;44;144.89
21453;2022-11-16 11:41:00;15;98.04
21454;2022-11-16 11:42:00;58;127.8
21455;2022-11-16 11:43:00;31;61.49
21456;2022-11-16 11:44:00;64;0.67
21457;2022-11-16 11:45:00;15;62.49
21458;2022-11-16 11:46:00;60;128.77
21459;2022-11-16 11:47:00;89;56.96
21460;2022-11-16 11:48:00;60;155.53
21461;2022-11-16 11:49:00;20;151.13
21462;2022-11-16 11:50:00;43;1.58
21463;2022-11-16 11:51:00;6;98.85
21464;2022-11-16 11:52:00;24;82.06
21465;2022-11-16 11:53:00;79;99.52
21466;2022-11-16 11:54:00;60;68.79
21467;2022-11-16 11:55:00;20;96.0
21468;2022-11-16 11:56:00;52;122.45
21469;2022-11-16 11:57:00;31;5.93
21470;2022-11-16 11:58:00;16;116.96
21471;2022-11-16 11:59:00;83;3.23
21472;2022-11-16 12:00:00;78;52.21
21473;2022-11-16 12:01:00;58;137.67
21474;2022-11-16 12:02:00;78;78.64
21475;2022-11-16 12:03:00;57;90.75
21476;2022-11-16 12:04:00;69;133.37
21477;2022-11-16 12:05:00;64;89.95
21478;2022-11-16 12:06:00;21;128.06
21479;2022-11-16 12:07:00;24;69.68
21480;2022-11-16 12:08:00;42;123.11
21481;2022-11-16 12:09:00;52;0.4
21482;2022-11-16 12:10:00;96;108.28
21483;2022-11-16 12:11:00;21;78.1
21484;2022-11-16 12:12:00;83;109.99
21485;2022-11-16 12:13:00;46;82.08
21486;2022-11-16 12:14:00;38;85.78
21487;2022-11-16 12:15:00;20;119.67
21488;2022-11-16 12:16:00;21;118.67
21489;2022-11-16 12:17:00;22;85.56
21490;2022-11-16 12:18:00;83;5.59
21491;2022-11-16 12:19:00;26;29.61
21492;2022-11-16 12:20:00;61;54.46
21493;2022-11-16 12:21:00;15;132.24
21494;2022-11-16 12:22:00;73;24.23
21495;2022-11-16 12:23:00;77;94.13
21496;2022-11-16 12:24:00;93;94.77
21497;2022-11-16 12:25:00;100;84.46
21498;2022-11-16 12:26:00;29;150.77
21499;2022-11-16 12:27:00;0;29.09
21500;2022-11-16 12:28:00;12;134.26
21501;2022-11-16 12:29:00;76;113.76
21502;2022-11-16 12:30:00;98;12.26
21503;2022-11-16 12:31:00;95;119.29
21504;2022-11-16 12:32:00;1;16.97
21505;2022-11-16 12:33:00;78;74.18
21506;2022-11-16 12:34:00;47;43.05
21507;2022-11-16 12:35:00;0;123.32
21508;2022-11-16 12:36:00;34;79.69
21509;2022-11-16 12:37:00;95;69.77
21510;2022-11-16 12:38:00;38;17.19
21511;2022-11-16 12:39:00;29;58.68
21512;2022-11-16 12:40:00;13;11.88
21513;2022-11-16 12:41:00;51;95.35
21514;2022-11-16 12:42:00;43;97.44
21515;2022-11-16 12:43:00;58;38.66
21516;2022-11-16 12:44:00;34;85.85
21517;2022-11-16 12:45:00;48;132.3
21518;2022-11-16 12:46:00;12;27.99
21519;2022-11-16 12:47:00;89;139.63
21520;2022-11-16 12:48:00;31;114.46
21521;2022-11-16 12:49:00;6;149.65
21522;2022-11-16 12:50:00;45;9.92
21523;2022-11-16 12:51:00;42;25.03
21524;2022-11-16 12:52:00;36;89.21
21525;2022-11-16 12:53:00;78;0.24
21526;2022-11-16 12:54:00;72;128.58
21527;2022-11-16 12:55:00;87;0.0
21528;2022-11-16 12:56:00;69;154.13
21529;2022-11-16 12:57:00;54;4.68
21530;2022-11-16 12:58:00;73;52.29
21531;2022-11-16 12:59:00;56;20.8
21532;2022-11-16 13:00:00;75;42.91
21533;2022-11-16 13:01:00;2;105.55
21534;2022-11-16 13:02:00;31;91.77
21535;2022-11-16 13:03:00;65;57.03
21536;2022-11-16 13:04:00;75;103.74
21537;2022-11-16 13:05:00;85;96.57
21538;2022-11-16 13:06:00;66;63.41
21539;2022-11-16 13:07:00;8;78.86
21540;2022-11-16 13:08:00;18;140.22
21541;2022-11-16 13:09:00;98;147.18
21542;2022-11-16 13:10:00;59;32.9
21543;2022-11-16 13:11:00;71;100.71
21544;2022-11-16 13:12:00;35;38.52
21545;2022-11-16 13:13:00;11;13.45
21546;2022-11-16 13:14:00;87;20.36
21547;2022-11-16 13:15:00;59;139.31
21548;2022-11-16 13:16:00;78;48.54
21549;2022-11-16 13:17:00;85;38.55
21550;2022-11-16 13:18:00;57;135.57
21551;2022-11-16 13:19:00;23;93.89
21552;2022-11-16 13:20:00;85;42.67
21553;2022-11-16 13:21:00;65;74.36
21554;2022-11-16 13:22:00;88;21.01
21555;2022-11-16 13:23:00;24;75.4
21556;2022-11-16 13:24:00;38;114.86
21557;2022-11-16 13:25:00;25;32.91
21558;2022-11-16 13:26:00;28;66.46
21559;2022-11-16 13:27:00;86;138.77
21560;2022-11-16 13:28:00;62;64.68
21561;2022-11-16 13:29:00;67;43.79
21562;2022-11-16 13:30:00;11;23.2
21563;2022-11-16 13:31:00;19;35.17
21564;2022-11-16 13:32:00;49;92.97
21565;2022-11-16 13:33:00;50;19.11
21566;2022-11-16 13:34:00;10;9.74
21567;2022-11-16 13:35:00;6;87.9
21568;2022-11-16 13:36:00;91;38.1
21569;2022-11-16 13:37:00;7;143.84
21570;2022-11-16 13:38:00;44;117.77
21571;2022-11-16 13:39:00;68;111.43
21572;2022-11-16 13:40:00;37;136.29
21573;2022-11-16 13:41:00;46;28.9
21574;2022-11-16 13:42:00;30;120.15
21575;2022-11-16 13:43:00;51;18.24
21576;2022-11-16 13:44:00;98;38.55
21577;2022-11-16 13:45:00;74;109.81
21578;2022-11-16 13:46:00;99;143.32
21579;2022-11-16 13:47:00;16;58.51
21580;2022-11-16 13:48:00;52;103.51
21581;2022-11-16 13:49:00;95;37.84
21582;2022-11-16 13:50:00;87;21.67
21583;2022-11-16 13:51:00;37;34.66
21584;2022-11-16 13:52:00;11;25.57
21585;2022-11-16 13:53:00;88;121.87
21586;2022-11-16 13:54:00;99;39.2
21587;2022-11-16 13:55:00;53;62.53
21588;2022-11-16 13:56:00;91;23.43
21589;2022-11-16 13:57:00;17;78.48
21590;2022-11-16 13:58:00;36;125.8
21591;2022-11-16 13:59:00;92;43.81
21592;2022-11-16 14:00:00;28;9.77
21593;2022-11-16 14:01:00;30;54.57
21594;2022-11-16 14:02:00;95;139.52
21595;2022-11-16 14:03:00;26;42.9
21596;2022-11-16 14:04:00;96;140.68
21597;2022-11-16 14:05:00;88;17.85
21598;2022-11-16 14:06:00;97;93.77
21599;2022-11-16 14:07:00;42;58.02
21600;2022-11-16 14:08:00;99;119.44
21601;2022-11-16 14:09:00;87;98.4
21602;2022-11-16 14:10:00;90;110.65
21603;2022-11-16 14:11:00;66;99.05
21604;2022-11-16 14:12:00;27;116.31
21605;2022-11-16 14:13:00;34;106.23
21606;2022-11-16 14:14:00;2;77.26
21607;2022-11-16 14:15:00;78;24.88
21608;2022-11-16 14:16:00;46;43.31
21609;2022-11-16 14:17:00;47;0.05
21610;2022-11-16 14:18:00;29;70.5
21611;2022-11-16 14:19:00;43;147.46
21612;2022-11-16 14:20:00;50;47.21
21613;2022-11-16 14:21:00;49;88.96
21614;2022-11-16 14:40:00;56;62.49
21615;2022-11-16 14:41:00;35;147.9
21616;2022-11-16 14:42:00;60;8.85
21617;2022-11-16 14:43:00;48;4.16
21618;2022-11-16 14:44:00;40;28.76
21619;2022-11-16 14:45:00;42;151.59
21620;2022-11-16 14:46:00;97;29.37
21621;2022-11-16 14:47:00;99;34.34
21622;2022-11-16 14:48:00;57;34.88
21623;2022-11-16 14:49:00;17;82.48
21624;2022-11-16 14:50:00;81;75.24
21625;2022-11-16 14:51:00;22;149.56
21626;2022-11-16 14:52:00;83;3.48
21627;2022-11-16 14:53:00;80;105.79
21628;2022-11-16 14:54:00;6;80.91
21629;2022-11-16 14:55:00;85;78.22
21630;2022-11-16 14:56:00;38;63.03
21631;2022-11-16 14:57:00;37;39.61
21632;2022-11-16 14:58:00;51;14.82
21633;2022-11-16 14:59:00;6;146.47
21634;2022-11-16 15:00:00;19;63.65
21635;2022-11-16 15:01:00;20;51.93
21636;2022-11-16 15:04:00;1;91.52
21637;2022-11-16 15:05:00;1;82.28
21638;2022-11-16 15:06:00;79;109.15
21639;2022-11-16 15:07:00;39;104.8
21640;2022-11-16 15:08:00;7;42.92
21641;2022-11-16 15:09:00;17;146.1
21642;2022-11-16 15:10:00;41;89.77
21643;2022-11-16 15:11:00;71;118.37
21644;2022-11-16 15:12:00;98;81.14
21645;2022-11-16 15:13:00;45;67.42
21646;2022-11-16 15:14:00;75;74.34
21647;2022-11-16 15:15:00;15;49.89
21648;2022-11-16 15:16:00;22;150.4
21649;2022-11-16 15:17:00;83;45.96
21650;2022-11-16 15:18:00;100;45.3
21651;2022-11-16 15:19:00;68;102.69
21652;2022-11-16 15:20:00;27;135.6
21653;2022-11-16 15:21:00;55;61.18
21654;2022-11-16 15:22:00;96;95.04
21655;2022-11-16 15:23:00;70;4.0
21656;2022-11-16 15:24:00;64;153.55
21657;2022-11-16 15:25:00;6;124.96
21658;2022-11-16 15:26:00;31;101.93
21659;2022-11-16 15:27:00;50;82.97
21660;2022-11-16 15:28:00;33;3.3
21661;2022-11-16 15:29:00;22;44.43
21662;2022-11-16 15:30:00;8;126.82
21663;2022-11-16 15:31:00;90;60.67
21664;2022-11-16 15:32:00;81;34.43
21665;2022-11-16 15:33:00;53;40.4
21666;2022-11-16 15:34:00;71;54.77
21667;2022-11-16 15:35:00;99;94.29
21668;2022-11-16 15:36:00;65;45.29
21669;2022-11-16 15:37:00;41;37.88
21670;2022-11-16 15:38:00;46;130.67
21671;2022-11-16 15:39:00;52;2.98
21672;2022-11-16 15:40:00;81;113.3
21673;2022-11-16 15:41:00;38;130.32
21674;2022-11-16 15:42:00;33;71.59
21675;2022-11-16 15:43:00;89;154.45
21676;2022-11-16 15:44:00;67;21.23
21677;2022-11-16 15:45:00;29;133.5
21678;2022-11-16 15:46:00;71;56.55
21679;2022-11-16 15:47:00;90;118.35
21680;2022-11-16 16:01:00;47;59.68
21681;2022-11-16 16:02:00;0;86.9
21682;2022-11-16 16:03:00;37;30.69
21683;2022-11-16 16:04:00;84;146.58
21684;2022-11-16 16:05:00;10;70.53
21685;2022-11-16 16:06:00;91;7.73
21686;2022-11-16 16:07:00;31;30.09
21687;2022-11-16 16:08:00;11;46.83
21688;2022-11-16 16:09:00;63;32.2
21689;2022-11-16 16:10:00;54;85.91
21690;2022-11-16 16:11:00;75;144.52
21691;2022-11-16 16:12:00;75;76.14
21692;2022-11-16 16:13:00;16;126.2
21693;2022-11-16 16:14:00;94;42.97
21694;2022-11-16 16:15:00;83;113.85
21695;2022-11-16 16:16:00;21;22.28
21696;2022-11-16 16:17:00;98;54.61
21697;2022-11-16 16:24:00;74;152.47
21698;2022-11-16 16:25:00;21;65.95
21699;2022-11-16 16:26:00;83;28.07
21700;2022-11-16 16:27:00;14;22.66
21701;2022-11-16 16:28:00;53;67.6
21702;2022-11-16 16:29:00;75;146.53
21703;2022-11-16 16:30:00;99;101.77
21704;2022-11-16 16:31:00;5;32.77
21705;2022-11-16 16:32:00;4;69.33
21706;2022-11-16 16:33:00;58;17.24
21707;2022-11-16 16:34:00;13;108.6
21708;2022-11-16 16:35:00;49;138.88
