""
;Timestamp;Entero;EntradaNode;Real;Salida
45;2022-11-28 08:43:43;7;False;95;False
46;2022-11-28 08:43:58;22;False;110;False
47;2022-11-28 08:44:13;37;False;125;False
48;2022-11-28 08:44:43;17;False;5;False
49;2022-11-28 08:44:58;32;False;20;False
50;2022-11-28 08:45:13;47;False;35;False
51;2022-11-28 08:45:43;27;False;65;False
52;2022-11-28 08:45:58;42;False;80;False
53;2022-11-28 08:46:13;7;False;95;False
54;2022-11-28 08:46:43;37;False;125;False
55;2022-11-28 08:46:58;2;False;140;False
56;2022-11-28 08:47:13;17;False;5;False
57;2022-11-28 08:47:43;47;False;35;False
58;2022-11-28 08:47:58;12;False;50;False
59;2022-11-28 08:48:13;27;False;65;False
60;2022-11-28 08:48:43;7;False;95;False
61;2022-11-28 08:48:58;22;False;110;False
62;2022-11-28 08:49:13;37;False;125;False
63;2022-11-28 08:49:43;17;False;5;False
64;2022-11-28 08:49:58;32;False;20;False
65;2022-11-28 08:50:13;47;False;35;False
66;2022-11-28 08:50:43;27;False;65;False
67;2022-11-28 08:50:58;42;False;80;False
68;2022-11-28 08:51:13;7;False;95;False
69;2022-11-28 08:51:43;37;False;125;False
70;2022-11-28 08:51:58;3;False;141;False
71;2022-11-28 08:52:13;18;False;6;False
72;2022-11-28 08:52:43;48;False;36;False
73;2022-11-28 08:52:58;13;False;51;False
74;2022-11-28 08:53:13;28;False;66;False
75;2022-11-28 08:53:43;8;False;96;False
76;2022-11-28 08:53:58;23;False;111;False
77;2022-11-28 08:54:13;38;False;126;False
78;2022-11-28 08:54:43;18;False;6;False
79;2022-11-28 08:54:58;33;False;21;False
80;2022-11-28 08:55:13;48;False;36;False
81;2022-11-28 08:55:43;28;False;66;False
82;2022-11-28 08:55:58;43;False;81;False
83;2022-11-28 08:56:13;8;False;96;False
84;2022-11-28 08:56:43;38;False;126;False
85;2022-11-28 08:56:58;3;False;141;False
86;2022-11-28 08:57:13;18;False;6;False
87;2022-11-28 08:57:43;48;False;36;False
88;2022-11-28 08:57:58;13;False;51;False
89;2022-11-28 08:58:13;28;False;66;False
90;2022-11-28 08:58:43;8;False;96;False
91;2022-11-28 08:58:58;23;False;111;False
92;2022-11-28 08:59:13;38;False;126;False
93;2022-11-28 08:59:44;18;False;6;False
94;2022-11-28 08:59:59;33;False;21;False
95;2022-11-28 09:00:14;48;False;36;False
96;2022-11-28 09:00:44;28;False;66;False
97;2022-11-28 09:00:59;43;False;81;False
98;2022-11-28 09:01:14;8;False;96;False
99;2022-11-28 09:01:44;38;False;126;False
100;2022-11-28 09:01:59;3;False;141;False
101;2022-11-28 09:02:14;18;False;6;False
102;2022-11-28 09:02:44;48;False;36;False
103;2022-11-28 09:02:59;13;False;51;False
104;2022-11-28 09:03:14;28;False;66;False
105;2022-11-28 09:03:44;8;False;96;False
106;2022-11-28 09:03:59;23;False;111;False
107;2022-11-28 09:04:14;38;False;126;False
108;2022-11-28 09:04:44;18;False;6;False
109;2022-11-28 09:04:59;33;False;21;False
110;2022-11-28 09:05:14;48;False;36;False
111;2022-11-28 09:05:44;28;False;66;False
112;2022-11-28 09:05:59;43;False;81;False
113;2022-11-28 09:06:14;8;False;96;False
114;2022-11-28 09:06:44;38;False;126;False
115;2022-11-28 09:06:59;3;False;141;False
116;2022-11-28 09:07:14;18;False;6;False
117;2022-11-28 09:07:44;48;False;36;False
118;2022-11-28 09:07:59;13;False;51;False
119;2022-11-28 09:08:14;28;False;66;False
120;2022-11-28 09:08:44;8;False;96;False
121;2022-11-28 09:08:59;23;False;111;False
122;2022-11-28 09:09:14;38;False;126;False
123;2022-11-28 09:09:44;18;False;6;False
124;2022-11-28 09:09:59;33;False;21;False
125;2022-11-28 09:10:14;48;False;36;False
126;2022-11-28 09:10:44;28;False;66;False
127;2022-11-28 09:10:59;43;False;81;False
128;2022-11-28 09:11:14;8;False;96;False
129;2022-11-28 09:11:44;38;False;126;False
130;2022-11-28 09:11:59;3;False;141;False
131;2022-11-28 09:12:14;18;False;6;False
132;2022-11-28 09:12:44;48;False;36;False
133;2022-11-28 09:12:59;13;False;51;False
134;2022-11-28 09:13:14;28;False;66;False
135;2022-11-28 09:13:44;8;False;96;False
136;2022-11-28 09:13:59;23;False;111;False
137;2022-11-28 09:14:14;38;False;126;False
138;2022-11-28 09:14:44;18;False;6;False
139;2022-11-28 09:14:59;33;False;21;False
140;2022-11-28 09:15:14;48;False;36;False
141;2022-11-28 09:15:44;28;False;66;False
142;2022-11-28 09:15:59;43;False;81;False
143;2022-11-28 09:16:14;8;False;96;False
144;2022-11-28 09:16:44;38;False;126;False
145;2022-11-28 09:16:59;3;False;141;False
146;2022-11-28 09:17:14;18;False;6;False
147;2022-11-28 09:17:44;48;False;36;False
148;2022-11-28 09:17:59;13;False;51;False
149;2022-11-28 09:18:14;28;False;66;False
150;2022-11-28 09:18:44;8;False;96;False
151;2022-11-28 09:18:59;23;False;111;False
152;2022-11-28 09:19:14;38;False;126;False
153;2022-11-28 09:19:44;18;False;6;False
154;2022-11-28 09:19:59;33;False;21;False
155;2022-11-28 09:20:14;48;False;36;False
156;2022-11-28 09:20:44;28;False;66;False
157;2022-11-28 09:20:59;43;False;81;False
158;2022-11-28 09:21:14;8;False;96;False
159;2022-11-28 09:21:44;38;False;126;False
160;2022-11-28 09:21:59;3;False;141;False
161;2022-11-28 09:22:14;18;False;6;False
162;2022-11-28 09:22:44;48;False;36;False
163;2022-11-28 09:22:59;13;False;51;False
164;2022-11-28 09:23:14;28;False;66;False
165;2022-11-28 09:23:44;8;False;96;False
166;2022-11-28 09:23:59;23;False;111;False
167;2022-11-28 09:24:14;38;False;126;False
168;2022-11-28 09:24:44;18;False;6;False
169;2022-11-28 09:24:59;33;False;21;False
170;2022-11-28 09:25:14;48;False;36;False
171;2022-11-28 09:25:44;28;False;66;False
172;2022-11-28 09:25:59;43;False;81;False
173;2022-11-28 09:26:14;8;False;96;False
174;2022-11-28 09:26:44;38;False;126;False
175;2022-11-28 09:26:59;3;False;141;False
176;2022-11-28 09:27:14;18;False;6;False
177;2022-11-28 09:27:44;48;False;36;False
178;2022-11-28 09:27:59;13;False;51;False
179;2022-11-28 09:28:14;28;False;66;False
180;2022-11-28 09:28:44;8;False;96;False
181;2022-11-28 09:28:59;23;False;111;False
182;2022-11-28 09:29:14;38;False;126;False
183;2022-11-28 09:29:44;18;False;6;False
184;2022-11-28 09:29:59;33;False;21;False
185;2022-11-28 09:30:14;48;False;36;False
186;2022-11-28 09:30:44;28;False;66;False
187;2022-11-28 09:30:59;43;False;81;False
188;2022-11-28 09:31:14;8;False;96;False
189;2022-11-28 09:31:44;38;False;126;False
190;2022-11-28 09:31:59;3;False;141;False
191;2022-11-28 09:32:14;18;False;6;False
192;2022-11-28 09:32:44;48;False;36;False
193;2022-11-28 09:32:59;13;False;51;False
194;2022-11-28 09:33:14;28;False;66;False
195;2022-11-28 09:33:44;8;False;96;False
196;2022-11-28 09:33:59;23;False;111;False
197;2022-11-28 09:34:14;38;False;126;False
198;2022-11-28 09:34:44;19;False;7;False
199;2022-11-28 09:34:59;34;False;22;False
200;2022-11-28 09:35:14;49;False;37;False
201;2022-11-28 09:35:44;29;False;67;False
202;2022-11-28 09:35:59;44;False;82;False
203;2022-11-28 09:36:14;9;False;97;False
204;2022-11-28 09:36:44;39;False;127;False
205;2022-11-28 09:36:59;4;False;142;False
206;2022-11-28 09:37:14;19;False;7;False
207;2022-11-28 09:37:44;49;False;37;False
208;2022-11-28 09:37:59;14;False;52;False
209;2022-11-28 09:38:14;29;False;67;False
210;2022-11-28 09:38:44;9;False;97;False
211;2022-11-28 09:38:59;24;False;112;False
212;2022-11-28 09:39:14;39;False;127;False
213;2022-11-28 09:39:44;19;False;7;False
214;2022-11-28 09:39:59;34;False;22;False
215;2022-11-28 09:40:14;49;False;37;False
216;2022-11-28 09:40:44;29;False;67;False
217;2022-11-28 09:40:59;44;False;82;False
218;2022-11-28 09:41:14;9;False;97;False
219;2022-11-28 09:41:44;39;False;127;False
220;2022-11-28 09:41:59;4;False;142;False
221;2022-11-28 09:42:14;19;False;7;False
222;2022-11-28 09:42:44;49;False;37;False
223;2022-11-28 09:42:59;14;False;52;False
224;2022-11-28 09:43:14;29;False;67;False
225;2022-11-28 09:43:44;9;False;97;False
226;2022-11-28 09:43:59;24;False;112;False
227;2022-11-28 09:44:14;39;False;127;False
228;2022-11-28 09:44:44;19;False;7;False
229;2022-11-28 09:44:59;34;False;22;False
230;2022-11-28 09:45:14;49;False;37;False
231;2022-11-28 09:45:44;29;False;67;False
232;2022-11-28 09:45:59;44;False;82;False
233;2022-11-28 09:46:14;9;False;97;False
234;2022-11-28 09:46:44;39;False;127;False
235;2022-11-28 09:46:59;4;False;142;False
236;2022-11-28 09:47:14;19;False;7;False
237;2022-11-28 09:47:44;49;False;37;False
238;2022-11-28 09:47:59;14;False;52;False
239;2022-11-28 09:48:14;29;False;67;False
240;2022-11-28 09:48:44;9;False;97;False
241;2022-11-28 09:48:59;24;False;112;False
242;2022-11-28 09:49:14;39;False;127;False
243;2022-11-28 09:49:44;19;False;7;False
244;2022-11-28 09:49:59;34;False;22;False
245;2022-11-28 09:50:14;49;False;37;False
246;2022-11-28 09:50:45;29;False;67;False
247;2022-11-28 09:51:00;44;False;82;False
248;2022-11-28 09:51:15;9;False;97;False
249;2022-11-28 09:51:45;39;False;127;False
250;2022-11-28 09:52:00;4;False;142;False
251;2022-11-28 09:52:15;19;False;7;False
252;2022-11-28 09:52:45;49;False;37;False
253;2022-11-28 09:53:00;14;False;52;False
254;2022-11-28 09:53:15;29;False;67;False
255;2022-11-28 09:53:45;9;False;97;False
256;2022-11-28 09:54:00;24;False;112;False
257;2022-11-28 09:54:15;39;False;127;False
258;2022-11-28 09:54:45;19;False;7;False
259;2022-11-28 09:55:00;34;False;22;False
260;2022-11-28 09:55:15;49;False;37;False
261;2022-11-28 09:55:45;29;False;67;False
262;2022-11-28 09:56:00;44;False;82;False
263;2022-11-28 09:56:15;9;False;97;False
264;2022-11-28 09:56:45;39;False;127;False
265;2022-11-28 09:57:00;4;False;142;False
266;2022-11-28 09:57:15;19;False;7;False
267;2022-11-28 09:57:45;49;False;37;False
268;2022-11-28 09:58:00;14;False;52;False
269;2022-11-28 09:58:15;29;False;67;False
270;2022-11-28 09:58:45;9;False;97;False
271;2022-11-28 09:59:00;24;False;112;False
272;2022-11-28 09:59:15;39;False;127;False
273;2022-11-28 09:59:45;19;False;7;False
274;2022-11-28 10:00:00;34;False;22;False
275;2022-11-28 10:00:15;49;False;37;False
276;2022-11-28 10:00:45;29;False;67;False
277;2022-11-28 10:01:00;44;False;82;False
278;2022-11-28 10:01:15;9;False;97;False
279;2022-11-28 10:01:45;39;False;127;False
280;2022-11-28 10:02:00;4;False;142;False
281;2022-11-28 10:02:15;19;False;7;False
282;2022-11-28 10:02:45;49;False;37;False
283;2022-11-28 10:03:00;14;False;52;False
284;2022-11-28 10:03:15;29;False;67;False
285;2022-11-28 10:03:45;9;False;97;False
286;2022-11-28 10:04:00;24;False;112;False
287;2022-11-28 10:04:15;39;False;127;False
288;2022-11-28 10:04:45;19;False;7;False
289;2022-11-28 10:05:00;34;False;22;False
290;2022-11-28 10:05:15;49;False;37;False
291;2022-11-28 10:05:45;29;False;67;False
292;2022-11-28 10:06:00;44;False;82;False
293;2022-11-28 10:06:15;9;False;97;False
294;2022-11-28 10:06:45;39;False;127;False
295;2022-11-28 10:07:00;4;False;142;False
296;2022-11-28 10:07:15;19;False;7;False
297;2022-11-28 10:07:45;49;False;37;False
298;2022-11-28 10:08:00;14;False;52;False
299;2022-11-28 10:08:15;29;False;67;False
300;2022-11-28 10:08:45;9;False;97;False
301;2022-11-28 10:09:00;24;False;112;False
302;2022-11-28 10:09:15;39;False;127;False
303;2022-11-28 10:09:45;19;False;7;False
304;2022-11-28 10:10:00;34;False;22;False
305;2022-11-28 10:10:15;49;False;37;False
306;2022-11-28 10:10:45;29;False;67;False
307;2022-11-28 10:11:00;44;False;82;False
308;2022-11-28 10:11:15;9;False;97;False
309;2022-11-28 10:11:45;39;False;127;False
310;2022-11-28 10:12:00;4;False;142;False
311;2022-11-28 10:12:15;19;False;7;False
312;2022-11-28 10:12:45;49;False;37;False
313;2022-11-28 10:13:00;14;False;52;False
314;2022-11-28 10:13:15;29;False;67;False
315;2022-11-28 10:13:45;9;False;97;False
316;2022-11-28 10:14:00;24;False;112;False
317;2022-11-28 10:14:15;39;False;127;False
318;2022-11-28 10:14:45;19;False;7;False
319;2022-11-28 10:15:00;34;False;22;False
320;2022-11-28 10:15:15;49;False;37;False
321;2022-11-28 10:15:45;29;False;67;False
322;2022-11-28 10:16:00;44;False;82;False
323;2022-11-28 10:16:15;9;False;97;False
324;2022-11-28 10:16:45;39;False;127;False
325;2022-11-28 10:17:00;5;False;143;False
326;2022-11-28 10:17:15;20;False;8;False
327;2022-11-28 10:17:45;0;False;38;False
328;2022-11-28 10:18:00;15;False;53;False
329;2022-11-28 10:18:15;30;False;68;False
330;2022-11-28 10:18:45;10;False;98;False
331;2022-11-28 10:19:00;25;False;113;False
332;2022-11-28 10:19:15;40;False;128;False
333;2022-11-28 10:19:45;20;False;8;False
334;2022-11-28 10:20:00;35;False;23;False
335;2022-11-28 10:20:15;0;False;38;False
336;2022-11-28 10:20:45;30;False;68;False
337;2022-11-28 10:21:00;45;False;83;False
338;2022-11-28 10:21:15;10;False;98;False
339;2022-11-28 10:21:45;40;False;128;False
340;2022-11-28 10:22:00;5;False;143;False
341;2022-11-28 10:22:15;20;False;8;False
342;2022-11-28 10:22:45;0;False;38;False
343;2022-11-28 10:23:00;15;False;53;False
344;2022-11-28 10:23:15;30;False;68;False
345;2022-11-28 10:23:45;10;False;98;False
346;2022-11-28 10:24:00;25;False;113;False
347;2022-11-28 10:24:15;40;False;128;False
348;2022-11-28 10:24:45;20;False;8;False
349;2022-11-28 10:25:00;35;False;23;False
350;2022-11-28 10:25:15;0;False;38;False
351;2022-11-28 10:25:45;30;False;68;False
352;2022-11-28 10:26:00;45;False;83;False
353;2022-11-28 10:26:15;10;False;98;False
354;2022-11-28 10:26:45;40;False;128;False
355;2022-11-28 10:27:00;5;False;143;False
356;2022-11-28 10:27:15;20;False;8;False
357;2022-11-28 10:27:45;0;False;38;False
358;2022-11-28 10:28:00;15;False;53;False
359;2022-11-28 10:28:15;30;False;68;False
360;2022-11-28 10:28:45;10;False;98;False
361;2022-11-28 10:29:00;25;False;113;False
362;2022-11-28 10:29:15;40;False;128;False
363;2022-11-28 10:29:45;20;False;8;False
364;2022-11-28 10:30:00;35;False;23;False
365;2022-11-28 10:30:15;0;False;38;False
366;2022-11-28 10:30:45;30;False;68;False
367;2022-11-28 10:31:00;45;False;83;False
368;2022-11-28 10:31:15;10;False;98;False
369;2022-11-28 10:31:45;40;False;128;False
370;2022-11-28 10:32:00;5;False;143;False
371;2022-11-28 10:32:15;20;False;8;False
372;2022-11-28 10:32:45;0;False;38;False
373;2022-11-28 10:33:00;15;False;53;False
374;2022-11-28 10:33:15;30;False;68;False
375;2022-11-28 10:33:45;10;False;98;False
376;2022-11-28 10:34:00;25;False;113;False
377;2022-11-28 10:34:15;40;False;128;False
378;2022-11-28 10:34:45;20;False;8;False
379;2022-11-28 10:35:00;35;False;23;False
380;2022-11-28 10:35:15;0;False;38;False
381;2022-11-28 10:35:45;30;False;68;False
382;2022-11-28 10:36:00;45;False;83;False
383;2022-11-28 10:36:15;10;False;98;False
384;2022-11-28 10:36:45;40;False;128;False
385;2022-11-28 10:37:00;5;False;143;False
386;2022-11-28 10:37:15;20;False;8;False
387;2022-11-28 10:37:45;0;False;38;False
388;2022-11-28 10:38:00;15;False;53;False
389;2022-11-28 10:38:15;30;False;68;False
390;2022-11-28 10:38:45;10;False;98;False
391;2022-11-28 10:39:00;25;False;113;False
392;2022-11-28 10:39:15;40;False;128;False
393;2022-11-28 10:39:45;20;False;8;False
394;2022-11-28 10:40:00;35;False;23;False
395;2022-11-28 10:40:15;0;False;38;False
396;2022-11-28 10:40:45;30;False;68;False
397;2022-11-28 10:41:00;45;False;83;False
398;2022-11-28 10:41:15;10;False;98;False
399;2022-11-28 10:41:45;40;False;128;False
400;2022-11-28 10:42:00;5;False;143;False
401;2022-11-28 10:42:15;20;False;8;False
402;2022-11-28 10:42:45;0;False;38;False
403;2022-11-28 10:43:01;15;False;53;False
404;2022-11-28 10:43:16;30;False;68;False
405;2022-11-28 10:43:46;10;False;98;False
406;2022-11-28 10:44:01;25;False;113;False
407;2022-11-28 10:44:16;40;False;128;False
408;2022-11-28 10:44:46;20;False;8;False
409;2022-11-28 10:45:01;35;False;23;False
410;2022-11-28 10:45:16;0;False;38;False
411;2022-11-28 10:45:46;30;False;68;False
412;2022-11-28 10:46:01;45;False;83;False
413;2022-11-28 10:46:16;10;False;98;False
414;2022-11-28 10:46:46;40;False;128;False
415;2022-11-28 10:47:01;5;False;143;False
416;2022-11-28 10:47:16;20;False;8;False
417;2022-11-28 10:47:46;0;False;38;False
418;2022-11-28 10:48:01;15;False;53;False
419;2022-11-28 10:48:16;30;False;68;False
420;2022-11-28 10:48:46;10;False;98;False
421;2022-11-28 10:49:01;25;False;113;False
422;2022-11-28 10:49:16;40;False;128;False
423;2022-11-28 10:49:46;20;False;8;False
424;2022-11-28 10:50:01;35;False;23;False
425;2022-11-28 10:50:16;0;False;38;False
426;2022-11-28 10:50:46;30;False;68;False
427;2022-11-28 10:51:01;45;False;83;False
428;2022-11-28 10:51:16;10;False;98;False
429;2022-11-28 10:51:46;40;False;128;False
430;2022-11-28 10:52:01;5;False;143;False
431;2022-11-28 10:52:16;20;False;8;False
432;2022-11-28 10:52:46;0;False;38;False
433;2022-11-28 10:53:01;15;False;53;False
434;2022-11-28 10:53:16;30;False;68;False
435;2022-11-28 10:53:46;10;False;98;False
436;2022-11-28 10:54:01;25;False;113;False
437;2022-11-28 10:54:16;40;False;128;False
438;2022-11-28 10:54:46;20;False;8;False
439;2022-11-28 10:55:01;35;False;23;False
440;2022-11-28 10:55:16;0;False;38;False
441;2022-11-28 10:55:46;30;False;68;False
442;2022-11-28 10:56:01;45;False;83;False
443;2022-11-28 10:56:16;10;False;98;False
444;2022-11-28 10:56:46;40;False;128;False
445;2022-11-28 10:57:01;5;False;143;False
446;2022-11-28 10:57:16;20;False;8;False
447;2022-11-28 10:57:46;0;False;38;False
448;2022-11-28 10:58:01;15;False;53;False
449;2022-11-28 10:58:16;30;False;68;False
450;2022-11-28 10:58:46;10;False;98;False
451;2022-11-28 10:59:01;25;False;113;False
452;2022-11-28 10:59:16;40;False;128;False
453;2022-11-28 10:59:46;20;False;8;False
454;2022-11-28 11:00:01;35;False;23;False
455;2022-11-28 11:00:16;0;False;38;False
456;2022-11-28 11:00:46;30;False;68;False
457;2022-11-28 11:01:01;45;False;83;False
458;2022-11-28 11:01:16;10;False;98;False
459;2022-11-28 11:01:46;40;False;128;False
460;2022-11-28 11:02:01;5;False;143;False
461;2022-11-28 11:02:16;20;False;8;False
462;2022-11-28 11:02:46;0;False;38;False
463;2022-11-28 11:03:01;15;False;53;False
464;2022-11-28 11:03:16;30;False;68;False
465;2022-11-28 11:03:46;10;False;98;False
466;2022-11-28 11:04:01;25;False;113;False
467;2022-11-28 11:04:16;41;False;129;False
468;2022-11-28 11:04:46;21;False;9;False
469;2022-11-28 11:05:01;36;False;24;False
470;2022-11-28 11:05:16;1;False;39;False
471;2022-11-28 11:05:46;31;False;69;False
472;2022-11-28 11:06:01;46;False;84;False
473;2022-11-28 11:06:16;11;False;99;False
474;2022-11-28 11:06:46;41;False;129;False
475;2022-11-28 11:07:01;6;False;144;False
476;2022-11-28 11:07:16;21;False;9;False
477;2022-11-28 11:07:46;1;False;39;False
478;2022-11-28 11:08:01;16;False;54;False
479;2022-11-28 11:08:16;31;False;69;False
480;2022-11-28 11:08:46;11;False;99;False
481;2022-11-28 11:09:01;26;False;114;False
482;2022-11-28 11:09:16;41;False;129;False
483;2022-11-28 11:09:46;21;False;9;False
484;2022-11-28 11:10:01;36;False;24;False
485;2022-11-28 11:10:16;1;False;39;False
486;2022-11-28 11:10:46;31;False;69;False
487;2022-11-28 11:11:01;46;False;84;False
488;2022-11-28 11:11:16;11;False;99;False
489;2022-11-28 11:11:46;41;False;129;False
490;2022-11-28 11:12:01;6;False;144;False
491;2022-11-28 11:12:16;21;False;9;False
492;2022-11-28 11:12:46;1;False;39;False
493;2022-11-28 11:13:01;16;False;54;False
494;2022-11-28 11:13:16;31;False;69;False
495;2022-11-28 11:13:46;11;False;99;False
496;2022-11-28 11:14:01;26;False;114;False
497;2022-11-28 11:14:16;41;False;129;False
498;2022-11-28 11:14:46;21;False;9;False
499;2022-11-28 11:15:01;36;False;24;False
500;2022-11-28 11:15:16;1;False;39;False
501;2022-11-28 11:15:46;31;False;69;False
502;2022-11-28 11:16:01;46;False;84;False
503;2022-11-28 11:16:16;11;False;99;False
504;2022-11-28 11:16:46;41;False;129;False
505;2022-11-28 11:17:01;6;False;144;False
506;2022-11-28 11:17:16;21;False;9;False
507;2022-11-28 11:17:46;1;False;39;False
508;2022-11-28 11:18:01;16;False;54;False
509;2022-11-28 11:18:16;31;False;69;False
510;2022-11-28 11:18:46;11;False;99;False
511;2022-11-28 11:19:01;26;False;114;False
512;2022-11-28 11:19:16;41;False;129;False
513;2022-11-28 11:19:46;21;False;9;False
514;2022-11-28 11:20:01;36;False;24;False
515;2022-11-28 11:20:16;1;False;39;False
516;2022-11-28 11:20:46;31;False;69;False
517;2022-11-28 11:21:01;46;False;84;False
518;2022-11-28 11:21:16;11;False;99;False
519;2022-11-28 11:21:46;41;False;129;False
520;2022-11-28 11:22:01;6;False;144;False
521;2022-11-28 11:22:16;21;False;9;False
522;2022-11-28 11:22:46;1;False;39;False
523;2022-11-28 11:23:01;16;False;54;False
524;2022-11-28 11:23:16;31;False;69;False
525;2022-11-28 11:23:46;11;False;99;False
526;2022-11-28 11:24:01;26;False;114;False
527;2022-11-28 11:24:16;41;False;129;False
528;2022-11-28 11:24:46;21;False;9;False
529;2022-11-28 11:25:01;36;False;24;False
530;2022-11-28 11:25:16;1;False;39;False
531;2022-11-28 11:25:46;31;False;69;False
532;2022-11-28 11:26:01;46;False;84;False
533;2022-11-28 11:26:16;11;False;99;False
534;2022-11-28 11:26:46;41;False;129;False
535;2022-11-28 11:27:01;6;False;144;False
536;2022-11-28 11:27:16;21;False;9;False
537;2022-11-28 11:27:46;1;False;39;False
538;2022-11-28 11:28:01;16;False;54;False
539;2022-11-28 11:28:16;31;False;69;False
540;2022-11-28 11:28:46;11;False;99;False
541;2022-11-28 11:29:01;26;False;114;False
542;2022-11-28 11:29:16;41;False;129;False
543;2022-11-28 11:29:46;21;False;9;False
544;2022-11-28 11:30:01;36;False;24;False
545;2022-11-28 11:30:16;1;False;39;False
546;2022-11-28 11:30:46;31;False;69;False
547;2022-11-28 11:31:01;46;False;84;False
548;2022-11-28 11:31:16;11;False;99;False
549;2022-11-28 11:31:46;41;False;129;False
550;2022-11-28 11:32:01;6;False;144;False
551;2022-11-28 11:32:16;21;False;9;False
552;2022-11-28 11:32:46;1;False;39;False
553;2022-11-28 11:33:01;16;False;54;False
554;2022-11-28 11:33:16;31;False;69;False
555;2022-11-28 11:33:46;11;False;99;False
556;2022-11-28 11:34:01;26;False;114;False
557;2022-11-28 11:34:16;41;False;129;False
558;2022-11-28 11:34:46;21;False;9;False
559;2022-11-28 11:35:01;36;False;24;False
560;2022-11-28 11:35:16;1;False;39;False
561;2022-11-28 11:35:46;31;False;69;False
562;2022-11-28 11:36:01;46;False;84;False
563;2022-11-28 11:36:16;11;False;99;False
564;2022-11-28 11:36:46;41;False;129;False
565;2022-11-28 11:37:01;6;False;144;False
566;2022-11-28 11:37:16;21;False;9;False
567;2022-11-28 11:37:46;1;False;39;False
568;2022-11-28 11:38:01;16;False;54;False
569;2022-11-28 11:38:16;31;False;69;False
570;2022-11-28 11:38:46;11;False;99;False
571;2022-11-28 11:39:01;26;False;114;False
572;2022-11-28 11:39:17;41;False;129;False
573;2022-11-28 11:39:47;21;False;9;False
574;2022-11-28 11:40:02;36;False;24;False
575;2022-11-28 11:40:17;1;False;39;False
576;2022-11-28 11:40:47;31;False;69;False
577;2022-11-28 11:41:02;46;False;84;False
578;2022-11-28 11:41:17;11;False;99;False
579;2022-11-28 11:41:47;41;False;129;False
580;2022-11-28 11:42:02;6;False;144;False
581;2022-11-28 11:42:17;21;False;9;False
582;2022-11-28 11:42:47;1;False;39;False
583;2022-11-28 11:43:02;16;False;54;False
584;2022-11-28 11:43:17;31;False;69;False
585;2022-11-28 11:43:47;11;False;99;False
586;2022-11-28 11:44:02;26;False;114;False
587;2022-11-28 11:44:17;41;False;129;False
588;2022-11-28 11:44:47;21;False;9;False
589;2022-11-28 11:45:02;36;False;24;False
590;2022-11-28 11:45:17;1;False;39;False
591;2022-11-28 11:45:47;31;False;69;False
592;2022-11-28 11:46:02;46;False;84;False
593;2022-11-28 11:46:17;11;False;99;False
594;2022-11-28 11:46:47;41;False;129;False
595;2022-11-28 11:47:02;6;False;144;False
596;2022-11-28 11:47:17;21;False;9;False
597;2022-11-28 11:47:47;1;False;39;False
598;2022-11-28 11:48:02;16;False;54;False
599;2022-11-28 11:48:17;31;False;69;False
